Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Beginner,Beginner,Excellent,Average,Not Interested,Poor,Poor,Average,Beginner,Not Interested,Not Interested,Not Interested,Average,Not Interested,Cyber Security Specialist
Average,Average,Excellent,Excellent,Not Interested,Beginner,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Not Interested,Average,Poor,Networking Engineer
Intermediate,Not Interested,Intermediate,Beginner,Not Interested,Poor,Poor,Intermediate,Intermediate,Not Interested,Beginner,Poor,Intermediate,Not Interested,Database Administrator
Beginner,Poor,Not Interested,Beginner,Beginner,Average,Poor,Average,Not Interested,Not Interested,Average,Beginner,Beginner,Not Interested,Software Developer
Poor,Beginner,Not Interested,Not Interested,Beginner,Poor,Excellent,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Average,Project Manager
Not Interested,Excellent,Beginner,Beginner,Poor,Average,Beginner,Average,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Hardware Engineer
Average,Poor,Not Interested,Not Interested,Poor,Average,Average,Excellent,Excellent,Beginner,Average,Beginner,Intermediate,Not Interested,Application Support Engineer
Beginner,Not Interested,Poor,Poor,Beginner,Not Interested,Intermediate,Not Interested,Excellent,Poor,Not Interested,Beginner,Excellent,Not Interested,Project Manager
Not Interested,Not Interested,Not Interested,Poor,Poor,Not Interested,Excellent,Beginner,Average,Not Interested,Not Interested,Excellent,Not Interested,Beginner,Business Analyst
Average,Poor,Poor,Poor,Beginner,Not Interested,Excellent,Average,Excellent,Poor,Beginner,Excellent,Not Interested,Beginner,Business Analyst
Poor,Beginner,Not Interested,Not Interested,Not Interested,Average,Poor,Intermediate,Not Interested,Excellent,Average,Not Interested,Intermediate,Beginner,AI ML Specialist
Not Interested,Beginner,Poor,Not Interested,Not Interested,Poor,Beginner,Beginner,Poor,Not Interested,Poor,Average,Intermediate,Excellent,Graphics Designer
Poor,Poor,Poor,Poor,Intermediate,Excellent,Beginner,Average,Poor,Intermediate,Not Interested,Beginner,Beginner,Poor,AI ML Specialist
Average,Beginner,Excellent,Average,Not Interested,Average,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Beginner,Information Security Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Average,Not Interested,Helpdesk Engineer
Excellent,Average,Average,Average,Beginner,Not Interested,Not Interested,Intermediate,Intermediate,Average,Average,Average,Excellent,Not Interested,Software Tester
Not Interested,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Average,Average,Excellent,Poor,Not Interested,Not Interested,Excellent,Excellent,Graphics Designer
Beginner,Beginner,Poor,Intermediate,Not Interested,Not Interested,Average,Average,Intermediate,Beginner,Poor,Poor,Not Interested,Poor,Networking Engineer
Not Interested,Intermediate,Not Interested,Excellent,Intermediate,Average,Average,Intermediate,Not Interested,Average,Beginner,Average,Beginner,Poor,Hardware Engineer
Not Interested,Not Interested,Excellent,Intermediate,Intermediate,Excellent,Not Interested,Excellent,Not Interested,Beginner,Excellent,Intermediate,Excellent,Not Interested,Information Security Specialist
Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Not Interested,Not Interested,Average,Not Interested,Helpdesk Engineer
Average,Not Interested,Not Interested,Beginner,Intermediate,Excellent,Beginner,Beginner,Not Interested,Poor,Poor,Beginner,Beginner,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Poor,Poor,Beginner,Poor,Poor,Poor,Not Interested,Poor,Beginner,Beginner,Intermediate,Graphics Designer
Not Interested,Beginner,Poor,Poor,Not Interested,Beginner,Average,Excellent,Intermediate,Not Interested,Beginner,Excellent,Excellent,Poor,Technical Writer
Not Interested,Not Interested,Beginner,Beginner,Average,Beginner,Intermediate,Not Interested,Average,Poor,Beginner,Intermediate,Average,Not Interested,Business Analyst
Beginner,Poor,Not Interested,Excellent,Not Interested,Poor,Poor,Not Interested,Excellent,Poor,Not Interested,Not Interested,Intermediate,Not Interested,Helpdesk Engineer
Average,Not Interested,Excellent,Excellent,Poor,Beginner,Not Interested,Excellent,Intermediate,Poor,Not Interested,Average,Intermediate,Not Interested,Information Security Specialist
Not Interested,Average,Poor,Beginner,Average,Average,Intermediate,Excellent,Average,Not Interested,Beginner,Excellent,Intermediate,Not Interested,Business Analyst
Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Intermediate,Intermediate,Poor,Customer Service Executive
Beginner,Not Interested,Excellent,Intermediate,Poor,Average,Beginner,Intermediate,Average,Not Interested,Beginner,Not Interested,Excellent,Not Interested,Cyber Security Specialist
Poor,Not Interested,Not Interested,Poor,Average,Beginner,Not Interested,Average,Beginner,Not Interested,Intermediate,Beginner,Average,Not Interested,Software Tester
Average,Poor,Poor,Not Interested,Intermediate,Average,Beginner,Beginner,Beginner,Intermediate,Excellent,Average,Average,Not Interested,Data Scientist
Excellent,Beginner,Average,Average,Beginner,Average,Beginner,Intermediate,Average,Not Interested,Intermediate,Average,Intermediate,Not Interested,Database Administrator
Beginner,Not Interested,Poor,Not Interested,Average,Poor,Beginner,Intermediate,Average,Poor,Not Interested,Not Interested,Intermediate,Excellent,Graphics Designer
Not Interested,Not Interested,Average,Poor,Not Interested,Beginner,Excellent,Intermediate,Average,Not Interested,Average,Excellent,Not Interested,Not Interested,Business Analyst
Excellent,Beginner,Excellent,Average,Beginner,Beginner,Poor,Excellent,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Cyber Security Specialist
Intermediate,Poor,Intermediate,Beginner,Not Interested,Excellent,Not Interested,Excellent,Poor,Not Interested,Beginner,Average,Poor,Not Interested,Database Administrator
Poor,Not Interested,Not Interested,Not Interested,Beginner,Poor,Excellent,Beginner,Excellent,Beginner,Beginner,Not Interested,Excellent,Not Interested,Project Manager
Not Interested,Not Interested,Not Interested,Excellent,Average,Not Interested,Not Interested,Not Interested,Excellent,Beginner,Average,Average,Excellent,Poor,Helpdesk Engineer
Poor,Excellent,Beginner,Average,Not Interested,Poor,Average,Excellent,Not Interested,Beginner,Poor,Not Interested,Beginner,Poor,Hardware Engineer
Poor,Intermediate,Average,Beginner,Intermediate,Excellent,Not Interested,Average,Not Interested,Average,Not Interested,Poor,Not Interested,Poor,Software Developer
Poor,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Beginner,Poor,Not Interested,Average,Beginner,Poor,Not Interested,Software Tester
Beginner,Poor,Not Interested,Not Interested,Average,Not Interested,Intermediate,Average,Intermediate,Beginner,Not Interested,Excellent,Intermediate,Beginner,Business Analyst
Poor,Beginner,Beginner,Poor,Beginner,Beginner,Average,Excellent,Excellent,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Application Support Engineer
Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Average,Average,Average,Intermediate,Beginner,Poor,Excellent,Average,Not Interested,Business Analyst
Beginner,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Average,Poor,Average,Excellent,Average,Poor,Business Analyst
Average,Not Interested,Poor,Not Interested,Beginner,Beginner,Excellent,Beginner,Poor,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Business Analyst
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Poor,Intermediate,Intermediate,Average,Intermediate,Beginner,Average,Not Interested,Software Tester
Average,Average,Not Interested,Not Interested,Beginner,Not Interested,Excellent,Not Interested,Excellent,Poor,Beginner,Intermediate,Excellent,Poor,Project Manager
Intermediate,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Average,Average,Average,Not Interested,Not Interested,Average,Not Interested,Not Interested,Business Analyst
Not Interested,Poor,Not Interested,Average,Not Interested,Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Helpdesk Engineer
Poor,Not Interested,Intermediate,Excellent,Not Interested,Not Interested,Average,Intermediate,Excellent,Poor,Not Interested,Not Interested,Average,Not Interested,Information Security Specialist
Beginner,Beginner,Excellent,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Average,Not Interested,Average,Poor,Not Interested,Not Interested,Cyber Security Specialist
Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Not Interested,Beginner,Not Interested,Intermediate,Beginner,Not Interested,Poor,Excellent,Poor,Helpdesk Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Not Interested,Not Interested,Average,Beginner,Graphics Designer
Average,Beginner,Not Interested,Beginner,Beginner,Intermediate,Intermediate,Excellent,Intermediate,Average,Excellent,Beginner,Excellent,Not Interested,Data Scientist
Average,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Beginner,Excellent,Not Interested,Poor,Excellent,Excellent,Not Interested,Poor,Software Tester
Average,Intermediate,Not Interested,Excellent,Beginner,Intermediate,Average,Excellent,Intermediate,Poor,Intermediate,Beginner,Average,Poor,Networking Engineer
Poor,Beginner,Poor,Poor,Not Interested,Not Interested,Poor,Beginner,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Information Security Specialist
Excellent,Average,Excellent,Intermediate,Intermediate,Excellent,Poor,Excellent,Excellent,Beginner,Excellent,Not Interested,Not Interested,Poor,Database Administrator
Intermediate,Poor,Not Interested,Average,Average,Average,Beginner,Intermediate,Intermediate,Poor,Average,Poor,Beginner,Beginner,API Specialist
Intermediate,Not Interested,Beginner,Beginner,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Poor,Beginner,Not Interested,Poor,Not Interested,Database Administrator
Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Beginner,Intermediate,Poor,Not Interested,Intermediate,Average,Not Interested,Project Manager
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Poor,Beginner,Beginner,Not Interested,Not Interested,Beginner,Average,Poor,Customer Service Executive
Average,Beginner,Excellent,Excellent,Average,Not Interested,Beginner,Excellent,Average,Poor,Average,Poor,Intermediate,Not Interested,Cyber Security Specialist
Beginner,Average,Intermediate,Beginner,Poor,Beginner,Beginner,Average,Poor,Not Interested,Poor,Beginner,Beginner,Poor,Hardware Engineer
Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Average,Not Interested,Poor,Not Interested,Excellent,Not Interested,Technical Writer
Not Interested,Excellent,Average,Average,Not Interested,Not Interested,Beginner,Intermediate,Beginner,Poor,Intermediate,Not Interested,Average,Not Interested,Hardware Engineer
Average,Not Interested,Average,Poor,Average,Excellent,Poor,Intermediate,Not Interested,Excellent,Average,Average,Beginner,Not Interested,Data Scientist
Average,Average,Not Interested,Intermediate,Beginner,Not Interested,Excellent,Average,Excellent,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Helpdesk Engineer
Not Interested,Beginner,Not Interested,Poor,Excellent,Average,Not Interested,Excellent,Intermediate,Beginner,Excellent,Beginner,Average,Not Interested,Software Developer
Beginner,Poor,Average,Average,Not Interested,Not Interested,Poor,Average,Average,Not Interested,Not Interested,Poor,Average,Not Interested,Cyber Security Specialist
Beginner,Beginner,Beginner,Not Interested,Beginner,Not Interested,Average,Not Interested,Intermediate,Beginner,Not Interested,Beginner,Intermediate,Excellent,Graphics Designer
Intermediate,Beginner,Poor,Poor,Average,Average,Poor,Beginner,Beginner,Not Interested,Not Interested,Beginner,Beginner,Not Interested,API Specialist
Beginner,Beginner,Not Interested,Beginner,Beginner,Not Interested,Intermediate,Excellent,Intermediate,Average,Average,Beginner,Intermediate,Not Interested,Project Manager
Intermediate,Intermediate,Excellent,Excellent,Average,Excellent,Not Interested,Excellent,Excellent,Poor,Excellent,Poor,Not Interested,Not Interested,Cyber Security Specialist
Poor,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Poor,Beginner,Not Interested,Excellent,Not Interested,Helpdesk Engineer
Not Interested,Intermediate,Excellent,Excellent,Poor,Excellent,Not Interested,Average,Excellent,Beginner,Not Interested,Not Interested,Intermediate,Not Interested,Information Security Specialist
Poor,Not Interested,Poor,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Average,Not Interested,Not Interested,Excellent,Intermediate,Poor,Business Analyst
Poor,Excellent,Average,Intermediate,Poor,Average,Average,Excellent,Poor,Average,Not Interested,Poor,Average,Poor,Hardware Engineer
Average,Not Interested,Average,Intermediate,Intermediate,Poor,Intermediate,Average,Average,Poor,Average,Not Interested,Intermediate,Beginner,Database Administrator
Poor,Not Interested,Not Interested,Not Interested,Poor,Beginner,Not Interested,Poor,Not Interested,Beginner,Poor,Average,Beginner,Poor,AI ML Specialist
