Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Not Interested,Not Interested,Beginner,Not Interested,Poor,Poor,Average,Not Interested,Average,Poor,Not Interested,Average,Beginner,Average,Frontend or Graphics Designer
Not Interested,Intermediate,Not Interested,Poor,Not Interested,Excellent,Poor,Excellent,Not Interested,Excellent,Intermediate,Average,Beginner,Poor,"Data Science, ML or AI"
Not Interested,Beginner,Beginner,Not Interested,Poor,Excellent,Poor,Average,Average,Excellent,Not Interested,Intermediate,Not Interested,Poor,"Data Science, ML or AI"
Not Interested,Beginner,Not Interested,Intermediate,Not Interested,Not Interested,Poor,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,IT Support
Poor,Not Interested,Not Interested,Not Interested,Beginner,Poor,Beginner,Beginner,Average,Not Interested,Average,Average,Beginner,Not Interested,Software Tester
Excellent,Poor,Average,Poor,Poor,Poor,Beginner,Intermediate,Beginner,Not Interested,Excellent,Beginner,Not Interested,Not Interested,Backend or databases
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Intermediate,Not Interested,Poor,Not Interested,Average,Not Interested,IT Support
Average,Beginner,Average,Not Interested,Not Interested,Intermediate,Intermediate,Excellent,Average,Excellent,Poor,Intermediate,Average,Beginner,"Data Science, ML or AI"
Not Interested,Beginner,Average,Poor,Average,Excellent,Not Interested,Excellent,Average,Not Interested,Excellent,Not Interested,Beginner,Not Interested,Software Tester
Average,Not Interested,Excellent,Excellent,Poor,Not Interested,Intermediate,Average,Excellent,Beginner,Poor,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Average,Not Interested,Poor,Not Interested,Intermediate,Average,Intermediate,Beginner,Not Interested,Poor,Average,Beginner,Not Interested,Not Interested,Software Engineer
Not Interested,Not Interested,Poor,Not Interested,Average,Average,Intermediate,Excellent,Average,Not Interested,Intermediate,Intermediate,Poor,Not Interested,Software Tester
Average,Intermediate,Not Interested,Average,Poor,Beginner,Not Interested,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Not Interested,Beginner,Average,Poor,Excellent,Intermediate,Poor,Excellent,Beginner,Beginner,Intermediate,Not Interested,Average,Not Interested,Software Engineer
Excellent,Intermediate,Average,Average,Beginner,Poor,Intermediate,Excellent,Not Interested,Not Interested,Average,Beginner,Excellent,Not Interested,Backend or databases
Not Interested,Average,Not Interested,Not Interested,Poor,Poor,Poor,Average,Intermediate,Poor,Poor,Beginner,Average,Not Interested,IT Support
Poor,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Poor,Average,Beginner,Beginner,Poor,Beginner,Beginner,Not Interested,"Data Science, ML or AI"
Poor,Beginner,Average,Poor,Poor,Not Interested,Intermediate,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Poor,IT Support
Not Interested,Intermediate,Beginner,Poor,Beginner,Poor,Poor,Intermediate,Beginner,Not Interested,Average,Poor,Intermediate,Not Interested,Hardware Engineer
Not Interested,Beginner,Not Interested,Not Interested,Beginner,Beginner,Average,Poor,Beginner,Excellent,Not Interested,Average,Not Interested,Not Interested,"Data Science, ML or AI"
Not Interested,Excellent,Intermediate,Excellent,Poor,Not Interested,Beginner,Excellent,Average,Not Interested,Poor,Not Interested,Average,Poor,"Cyber Security, Administration or Networking"
Poor,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Excellent,Intermediate,Average,Excellent,Not Interested,Not Interested,Not Interested,Software Tester
Not Interested,Average,Average,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Intermediate,Not Interested,Not Interested,Intermediate,Not Interested,Poor,"Cyber Security, Administration or Networking"
Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Excellent,Average,Beginner,Excellent,Excellent,Not Interested,Business Analyst
Intermediate,Not Interested,Not Interested,Poor,Beginner,Average,Not Interested,Intermediate,Beginner,Average,Average,Beginner,Not Interested,Not Interested,"Data Science, ML or AI"
Not Interested,Beginner,Not Interested,Poor,Intermediate,Intermediate,Not Interested,Intermediate,Beginner,Intermediate,Not Interested,Beginner,Not Interested,Not Interested,"Data Science, ML or AI"
Average,Not Interested,Not Interested,Beginner,Average,Average,Average,Not Interested,Excellent,Beginner,Beginner,Average,Not Interested,Not Interested,Business Analyst
Not Interested,Average,Beginner,Beginner,Poor,Not Interested,Beginner,Average,Poor,Not Interested,Poor,Poor,Beginner,Not Interested,Hardware Engineer
Beginner,Not Interested,Poor,Not Interested,Not Interested,Average,Excellent,Not Interested,Excellent,Not Interested,Average,Not Interested,Excellent,Not Interested,IT Support
Beginner,Poor,Poor,Not Interested,Intermediate,Intermediate,Not Interested,Beginner,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Software Engineer
Beginner,Not Interested,Not Interested,Beginner,Average,Average,Poor,Average,Beginner,Intermediate,Poor,Not Interested,Average,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Average,Beginner,Poor,Not Interested,Average,Poor,Excellent,Not Interested,Not Interested,Average,Excellent,Poor,IT Support
Not Interested,Not Interested,Average,Poor,Beginner,Not Interested,Excellent,Not Interested,Excellent,Beginner,Poor,Intermediate,Excellent,Beginner,IT Support
Poor,Intermediate,Excellent,Average,Beginner,Beginner,Not Interested,Average,Average,Not Interested,Average,Average,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Average,Intermediate,Excellent,Not Interested,Average,Excellent,Intermediate,Excellent,Not Interested,Not Interested,Poor,Intermediate,Beginner,"Cyber Security, Administration or Networking"
Not Interested,Poor,Not Interested,Not Interested,Poor,Not Interested,Average,Poor,Beginner,Poor,Not Interested,Intermediate,Average,Not Interested,Business Analyst
Excellent,Average,Not Interested,Not Interested,Intermediate,Not Interested,Intermediate,Excellent,Intermediate,Average,Excellent,Excellent,Not Interested,Not Interested,Business Analyst
Beginner,Poor,Poor,Poor,Not Interested,Beginner,Average,Intermediate,Beginner,Excellent,Average,Intermediate,Beginner,Not Interested,"Data Science, ML or AI"
Not Interested,Intermediate,Not Interested,Intermediate,Not Interested,Beginner,Poor,Intermediate,Average,Not Interested,Poor,Poor,Poor,Poor,Hardware Engineer
Intermediate,Beginner,Poor,Beginner,Poor,Average,Not Interested,Average,Beginner,Not Interested,Beginner,Average,Not Interested,Not Interested,Backend or databases
Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Average,Beginner,Excellent,Excellent,Not Interested,Beginner,Average,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Excellent,Intermediate,Excellent,Intermediate,Average,Not Interested,Intermediate,Not Interested,Beginner,Software Engineer
Not Interested,Poor,Beginner,Beginner,Intermediate,Intermediate,Average,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Software Engineer
Average,Poor,Not Interested,Beginner,Average,Poor,Poor,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,IT Support
Poor,Not Interested,Average,Average,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Poor,Poor,Beginner,Not Interested,Average,Poor,Not Interested,Intermediate,Excellent,Not Interested,Not Interested,Not Interested,Average,Not Interested,IT Support
Intermediate,Average,Average,Not Interested,Intermediate,Intermediate,Not Interested,Intermediate,Intermediate,Average,Intermediate,Beginner,Intermediate,Average,Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Not Interested,Average,Intermediate,Not Interested,IT Support
Not Interested,Average,Excellent,Average,Beginner,Beginner,Average,Average,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Poor,"Cyber Security, Administration or Networking"
Poor,Excellent,Not Interested,Excellent,Beginner,Average,Beginner,Excellent,Average,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Hardware Engineer
Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Poor,Excellent,Not Interested,Average,Intermediate,Beginner,Average,Not Interested,"Data Science, ML or AI"
Poor,Average,Beginner,Intermediate,Not Interested,Not Interested,Beginner,Excellent,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Intermediate,Excellent,Average,Poor,Beginner,Beginner,Intermediate,Not Interested,Not Interested,Average,Poor,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Average,Intermediate,Average,Excellent,Not Interested,Beginner,Not Interested,Excellent,Average,Poor,Beginner,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Intermediate,Not Interested,Average,Average,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Software Engineer
Beginner,Not Interested,Intermediate,Excellent,Poor,Poor,Poor,Excellent,Intermediate,Not Interested,Average,Not Interested,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Not Interested,Average,Beginner,Beginner,Not Interested,Poor,Average,Poor,Not Interested,Average,Poor,Average,Not Interested,Backend or databases
Average,Excellent,Excellent,Excellent,Not Interested,Intermediate,Intermediate,Excellent,Average,Not Interested,Excellent,Beginner,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Beginner,Not Interested,Average,Beginner,Average,Beginner,Beginner,Not Interested,Intermediate,Intermediate,Intermediate,Beginner,Not Interested,"Data Science, ML or AI"
Excellent,Intermediate,Average,Intermediate,Average,Not Interested,Beginner,Intermediate,Intermediate,Not Interested,Intermediate,Average,Average,Poor,Backend or databases
Average,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Intermediate,Not Interested,Not Interested,Beginner,Average,Not Interested,IT Support
Poor,Average,Intermediate,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Intermediate,Average,Intermediate,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Beginner,"Cyber Security, Administration or Networking"
Not Interested,Poor,Poor,Beginner,Not Interested,Not Interested,Not Interested,Poor,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,IT Support
Average,Average,Intermediate,Intermediate,Beginner,Beginner,Poor,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Poor,Average,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Software Tester
Poor,Beginner,Poor,Beginner,Poor,Beginner,Poor,Intermediate,Poor,Not Interested,Not Interested,Poor,Poor,Not Interested,Hardware Engineer
Beginner,Not Interested,Poor,Intermediate,Not Interested,Not Interested,Beginner,Average,Excellent,Not Interested,Poor,Poor,Intermediate,Not Interested,IT Support
Excellent,Average,Not Interested,Not Interested,Excellent,Excellent,Average,Excellent,Average,Not Interested,Excellent,Not Interested,Intermediate,Not Interested,Software Engineer
Average,Poor,Not Interested,Not Interested,Poor,Beginner,Intermediate,Beginner,Average,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Business Analyst
Not Interested,Intermediate,Beginner,Not Interested,Not Interested,Average,Excellent,Not Interested,Intermediate,Average,Intermediate,Excellent,Excellent,Beginner,Business Analyst
Excellent,Not Interested,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Excellent,Intermediate,Average,Excellent,Intermediate,Beginner,Not Interested,Software Engineer
Not Interested,Not Interested,Beginner,Poor,Average,Intermediate,Not Interested,Average,Not Interested,Not Interested,Poor,Average,Average,Not Interested,Software Tester
Poor,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Poor,Beginner,Poor,Not Interested,Not Interested,Not Interested,Not Interested,"Data Science, ML or AI"
Poor,Not Interested,Poor,Poor,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Poor,Average,Excellent,Intermediate,Not Interested,Not Interested,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Average,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Excellent,Frontend or Graphics Designer
Not Interested,Beginner,Average,Not Interested,Intermediate,Intermediate,Beginner,Intermediate,Excellent,Not Interested,Average,Beginner,Excellent,Not Interested,IT Support
